ID_CLIENTE|TIPO_ID|NOMBRE CLIENTE|CORREO ELECTRONICO|CIUDAD|NUMERO CUENTA|FECHA ACTIVACION|ID_PROUCTO
47239757|4|Sylvester Weeks|amet@accumsanconvallis.org|Montebello|898|25/11/2018|5
34878611|3|Bert Velasquez|Vivamus@dapibusrutrumjusto.edu|Wichita|117|26/12/2020|9
21377535|2|Ignatius Mccall|eu@aliquamenimnec.org|Wommelgem|145|11/11/2015|6
13547671|3|Dominic Wilkins|Phasellus@sapienCrasdolor.ca|Schaarbeek|810|13/12/2015|4
43922316|2|Axel Gallagher|magnis.dis@Utsagittislobortis.ca|Nicolosi|975|30/03/2018|8
18604510|4|Ralph Preston|Nunc.sed.orci@nequeNullam.co.uk|Richmond|261|06/05/2020|5
38506532|1|Amos Cooper|nulla@malesuada.com|Laren|942|03/03/2015|6
10226286|1|Jack William|purus@sitamet.edu|Panchià|945|19/04/2018|4
39097699|4|Rigel Mack|elit@quam.com|Unecha|393|16/09/2015|2
46766420|3|Tanek Waters|nec@tempordiam.net|Sabanalarga|163|04/12/2018|1
39374031|4|Slade Alston|rhoncus@auctornon.net|Arendonk|431|20/08/2015|9
21764130|3|Lyle Hendrix|quam@accumsanlaoreetipsum.com|Bierk Bierghes|545|19/09/2016|5
45329288|4|Cody Irwin|ante.lectus.convallis@consequatnec.com|Porpetto|736|27/07/2021|10
26603570|3|Acton Spencer|risus@faucibuslectusa.ca|Versailles|268|30/06/2016|3
26616579|2|Xander Savage|lectus.convallis.est@litoratorquent.edu|Pinto|768|11/02/2021|5
33630130|4|Ulric Mccullough|ac.fermentum@rutrum.edu|Vance|446|07/12/2015|4
29900887|2|Neville Porter|est@estvitae.edu|Essene|247|31/12/2019|8
6158680|4|Ferris Burt|vel@mollis.co.uk|Makassar|353|30/08/2019|5
45241514|4|Nash Nixon|rutrum.justo.Praesent@hendreritaarcu.co.uk|Namur|127|13/08/2017|9
5432202|4|Melvin Stanton|Praesent.eu@atlacusQuisque.net|Orsogna|604|15/01/2016|1
45819185|4|Chandler Brooks|diam.luctus@orciUt.org|Caplan|445|04/01/2016|4
50511778|4|Dylan Park|sagittis.Duis.gravida@nequetellusimperdiet.ca|Sint-Martens-Bodegem|666|30/05/2020|1
15479032|2|Darius Atkins|urna@morbi.ca|Puno|827|10/09/2017|2
22388852|4|Noah Petersen|Mauris@vitaealiquameros.co.uk|Maranello|493|07/12/2016|3
25288236|1|Tarik Cantu|arcu.Vestibulum.ut@porttitorvulputateposuere.ca|Irricana|201|12/03/2020|2
26662171|1|Reuben Dyer|ullamcorper.magna.Sed@netusetmalesuada.org|Ciudad Victoria|843|11/04/2021|10
17577126|4|Wallace Pate|tempus.non@ametdiam.org|Binjai|648|26/11/2019|8
40361061|1|Hop Mckee|ante@euismodurna.edu|Pemberton|470|27/05/2015|1
34333720|4|Martin Navarro|lectus.convallis.est@quisdiamluctus.org|Gießen|457|10/11/2021|5
48344009|1|Hashim Chambers|nulla.Integer@acmattis.ca|Rutland|270|23/11/2016|2
32368608|2|Alvin Finley|lacus@liberolacus.org|Penco|645|22/08/2021|5
44889072|1|Andrew Benson|non.dui.nec@atvelitPellentesque.com|Nîmes|478|22/08/2021|5
32566940|2|Derek Valentine|ac.turpis.egestas@ligulaDonecluctus.net|Ozyory|365|20/04/2015|7
37303146|3|Brenden Guy|sem.magna.nec@euismod.co.uk|Kidderminster|886|13/10/2021|5
9796538|4|Cairo Lester|dolor.sit.amet@orciDonecnibh.ca|Dhule|613|13/06/2019|6
25466003|1|Nathan Austin|Phasellus@Loremipsum.edu|Móstoles|168|28/10/2016|7
26312600|4|Thor Trevino|a@nequetellus.edu|El Retorno|249|26/07/2017|1
26455471|1|Xenos Hurst|Etiam.ligula@justo.edu|Crawley|703|18/02/2020|3
50627108|3|Daniel Macias|Nam.ac.nulla@tinciduntnibh.co.uk|Vaux-sur-Sure|992|12/04/2019|2
16265749|3|Conan Mcbride|scelerisque@idrisusquis.edu|Rinconada|749|03/11/2020|6
35375316|3|Blaze Hunter|ultrices.Duis@laciniaatiaculis.org|Wilmington|738|20/11/2015|6
7067949|3|Norman Serrano|risus.Donec@Donectempuslorem.co.uk|Milestone|706|06/02/2020|1
28558143|1|Brock Cameron|Proin@Morbiquisurna.edu|Chennai|374|13/11/2017|9
47846989|2|Dieter Beach|Ut@erat.co.uk|Thuillies|985|29/10/2015|1
34757110|3|Kane Porter|ornare.egestas@neceleifendnon.co.uk|Bertogne|998|01/01/2021|9
43871611|1|Alec Rice|ac.feugiat@pede.co.uk|Ruvo del Monte|241|16/10/2020|9
41895265|1|Harrison Guzman|ipsum.dolor@Nullamfeugiatplacerat.ca|Port Lincoln|998|25/05/2020|10
42949302|2|Zeus Stanley|pede.blandit.congue@Etiamimperdiet.com|Ashburton|390|28/10/2017|9
32374126|1|Mark Buckley|pharetra.ut.pharetra@ipsumprimisin.net|Severodvinsk|349|29/04/2020|1
33288823|3|Arden Castaneda|et@urnaNullamlobortis.com|Salt Spring Island|568|05/07/2019|10
17211685|3|Theodore Maldonado|dui.quis.accumsan@lacinia.edu|Klimovsk|574|04/12/2016|6
33243798|4|Aaron Bowen|egestas.Aliquam@fringillaest.com|Bath|831|01/02/2021|3
28702474|4|Brendan Booth|sem.ut.cursus@etcommodoat.org|Stockton-on-Tees|910|17/10/2016|3
11071548|1|Xander Crawford|in.aliquet.lobortis@utnisi.co.uk|Rattray|983|20/05/2021|6
9793898|3|Ivor Hoffman|molestie.pharetra.nibh@felis.co.uk|Flin Flon|878|30/06/2020|9
17877230|4|Barrett Bolton|ante.Vivamus.non@scelerisque.org|Macchia Valfortore|881|06/04/2018|9
7242449|3|Jack Dorsey|consequat.auctor.nunc@porta.net|Nocera Umbra|474|03/03/2015|1
21135096|4|Nolan Pena|elit@Quisque.org|El Carmen|360|31/07/2018|7
21798578|1|Wallace Mathis|tempus@odio.org|Wemmel|692|07/06/2015|3
27214844|4|Solomon Patel|sollicitudin.a@convallis.ca|Independence|114|10/08/2017|10
44447947|4|Vernon Levy|amet.luctus@nequeSed.ca|Lasne-Chapelle-Saint-Lambert|854|16/02/2020|1
25185971|4|Rashad Rollins|eu.dui.Cum@ridiculusmus.edu|Scalloway|327|08/10/2019|3
48627351|2|Asher Trujillo|nisi@luctus.org|Oklahoma City|213|17/02/2017|10
40565779|3|Preston Woodard|rhoncus.Proin@Utnecurna.ca|Ponsacco|874|19/05/2015|7
36723965|2|Amery Mendez|vel.venenatis@viverraMaecenasiaculis.co.uk|Stalhille|238|13/11/2017|4
